4.351800000000000000e+04,1.019100000000000000e+04,2.877000000000000000e+03,9.526876655872804633e-01,4.270238445687371431e+00,3.542231491136600408e+00
4.070700000000000000e+04,9.626000000000000000e+03,2.649000000000000000e+03,9.200041554124247511e-01,4.228859339289424035e+00,3.633824084560211443e+00
3.847700000000000000e+04,9.099000000000000000e+03,2.380000000000000000e+03,1.322404659852733033e+00,4.228706451258379850e+00,3.823109243697479176e+00
3.698900000000000000e+04,8.810000000000000000e+03,2.378000000000000000e+03,8.976753688989802527e-01,4.198524404086265704e+00,3.704793944491168833e+00
1.991700000000000000e+04,4.665000000000000000e+03,1.220000000000000000e+03,1.563335476956051906e+00,4.269453376205787798e+00,3.823770491803278659e+00
3.735800000000000000e+04,8.865000000000000000e+03,2.381000000000000000e+03,1.028814438804285913e+00,4.214100394811055139e+00,3.723225535489290028e+00
4.176200000000000000e+04,1.002600000000000000e+04,2.701000000000000000e+03,7.181488130859747798e-01,4.165370037901456435e+00,3.711958533876341892e+00
3.769700000000000000e+04,9.022000000000000000e+03,2.408000000000000000e+03,8.683174462425178319e-01,4.178341831079583457e+00,3.746677740863787243e+00
2.734600000000000000e+04,6.557000000000000000e+03,1.827000000000000000e+03,4.750160134207739304e-01,4.170504804026231582e+00,3.588943623426382068e+00
8.624000000000000000e+03,2.021000000000000000e+03,5.730000000000000000e+02,8.988223651657598623e-01,4.267194458189015549e+00,3.527050610820244181e+00
2.057100000000000000e+04,4.783000000000000000e+03,1.379000000000000000e+03,9.549822287267382137e-01,4.300857202592514916e+00,3.468455402465554727e+00
2.404800000000000000e+04,5.625000000000000000e+03,1.610000000000000000e+03,8.659982222222204484e-01,4.275199999999999889e+00,3.493788819875776497e+00
2.825100000000000000e+04,6.641000000000000000e+03,1.862000000000000000e+03,9.144526426742949354e-01,4.254028007830146230e+00,3.566595059076262064e+00
3.117600000000000000e+04,7.294000000000000000e+03,2.014000000000000000e+03,1.159210309843704323e+00,4.274197970935015078e+00,3.621648460774578027e+00
2.574500000000000000e+04,6.017000000000000000e+03,1.661000000000000000e+03,1.187701512381583058e+00,4.278710320757852514e+00,3.622516556291390799e+00
4.083300000000000000e+04,9.565000000000000000e+03,2.674000000000000000e+03,1.026726607422897786e+00,4.269001568217459130e+00,3.577038145100972510e+00
4.144500000000000000e+04,9.816000000000000000e+03,2.914000000000000000e+03,2.393439282803591084e-01,4.222188264058679863e+00,3.368565545641729386e+00
4.527300000000000000e+04,1.071500000000000000e+04,3.286000000000000000e+03,-3.335137657489894991e-02,4.225198320111992700e+00,3.260803408399269632e+00
4.816000000000000000e+04,1.124600000000000000e+04,3.509000000000000000e+03,1.447270140494385515e-01,4.282411524097456734e+00,3.204901681390709633e+00
1.559500000000000000e+04,3.589000000000000000e+03,9.750000000000000000e+02,1.708665366397323027e+00,4.345221510169963608e+00,3.681025641025641004e+00
2.437800000000000000e+04,5.565000000000000000e+03,1.492000000000000000e+03,2.022001796945186669e+00,4.380592991913746737e+00,3.729892761394101974e+00
1.465000000000000000e+04,3.312000000000000000e+03,9.550000000000000000e+02,1.674033816425119170e+00,4.423309178743961567e+00,3.468062827225130818e+00
3.073200000000000000e+04,7.199000000000000000e+03,2.280000000000000000e+03,-7.334907626059283814e-02,4.268926239755521657e+00,3.157456140350877405e+00
6.243700000000000000e+04,1.431000000000000000e+04,4.373000000000000000e+03,8.099762403913324249e-01,4.363172606568832990e+00,3.272353075691744717e+00
1.402200000000000000e+04,3.216000000000000000e+03,8.650000000000000000e+02,1.875796019900494827e+00,4.360074626865671377e+00,3.717919075144508589e+00
3.705200000000000000e+04,8.707000000000000000e+03,2.510000000000000000e+03,6.890042494544630358e-01,4.255426668198001749e+00,3.468924302788844560e+00
4.163000000000000000e+04,9.775000000000000000e+03,2.865000000000000000e+03,5.662813299232745123e-01,4.258823529411764675e+00,3.411867364746945963e+00
3.669500000000000000e+04,8.446000000000000000e+03,2.383000000000000000e+03,1.395098271371065124e+00,4.344660194174757351e+00,3.544271926143516716e+00
3.631500000000000000e+04,8.368000000000000000e+03,2.425000000000000000e+03,1.139794455066915901e+00,4.339746653919694275e+00,3.450721649484536080e+00
1.872600000000000000e+04,4.473000000000000000e+03,1.323000000000000000e+03,6.140845070422429330e-02,4.186452045606975148e+00,3.380952380952380931e+00
3.971500000000000000e+04,9.564000000000000000e+03,2.806000000000000000e+03,-6.739857800084081418e-02,4.152551233793391638e+00,3.408410548823948893e+00
4.357900000000000000e+04,1.047300000000000000e+04,3.017000000000000000e+03,1.401623221617480652e-01,4.161080874630000537e+00,3.471329134902220837e+00
4.159700000000000000e+04,9.809000000000000000e+03,2.818000000000000000e+03,6.315995514323553550e-01,4.240697318788867243e+00,3.480837473385379521e+00
2.978000000000000000e+04,6.993000000000000000e+03,2.050000000000000000e+03,5.629915629915629438e-01,4.258544258544258554e+00,3.411219512195121872e+00
1.690100000000000000e+04,4.075000000000000000e+03,1.096000000000000000e+03,6.260809815950914015e-01,4.147484662576687242e+00,3.718065693430657070e+00
3.923600000000000000e+04,9.409000000000000000e+03,2.675000000000000000e+03,3.045467105962380572e-01,4.170049952173450869e+00,3.517383177570093444e+00
4.441800000000000000e+04,1.065300000000000000e+04,3.128000000000000000e+03,2.549892049187896248e-02,4.169529709940861473e+00,3.405690537084399061e+00
3.836100000000000000e+04,9.179000000000000000e+03,2.604000000000000000e+03,3.765203181174392455e-01,4.179213421941388340e+00,3.524961597542242586e+00
2.641300000000000000e+04,6.327000000000000000e+03,1.716000000000000000e+03,7.188620199146527057e-01,4.174648332543068996e+00,3.687062937062937085e+00
1.168500000000000000e+04,2.734000000000000000e+03,8.180000000000000000e+02,4.746891002194608689e-01,4.273957571324067395e+00,3.342298288508557480e+00
2.493000000000000000e+04,5.940000000000000000e+03,1.769000000000000000e+03,6.296296296295977868e-02,4.196969696969697239e+00,3.357829282080271316e+00
3.482200000000000000e+04,8.350000000000000000e+03,2.548000000000000000e+03,-3.110706586826381681e-01,4.170299401197604894e+00,3.277080062794348603e+00
2.972200000000000000e+04,7.095000000000000000e+03,2.188000000000000000e+03,-2.960451021846388642e-01,4.189147286821705229e+00,3.242687385740402384e+00
2.096300000000000000e+04,4.917000000000000000e+03,1.558000000000000000e+03,-1.104250559284132294e-01,4.263371974781370533e+00,3.155969191270860286e+00
1.373000000000000000e+04,3.301000000000000000e+03,7.860000000000000000e+02,1.608906392002420915e+00,4.159345652832475260e+00,4.199745547073791663e+00
3.639900000000000000e+04,8.797000000000000000e+03,2.214000000000000000e+03,1.079813572808909328e+00,4.137660566102080217e+00,3.973351400180668680e+00
4.143700000000000000e+04,9.940000000000000000e+03,2.621000000000000000e+03,9.070382293762548898e-01,4.168712273641850707e+00,3.792445631438382314e+00
3.201900000000000000e+04,7.489000000000000000e+03,2.079000000000000000e+03,1.122595807183866867e+00,4.275470690345840374e+00,3.602212602212602199e+00
3.330100000000000000e+04,7.751000000000000000e+03,2.248000000000000000e+03,8.777293252483531205e-01,4.296348858211843869e+00,3.447953736654804313e+00
1.654900000000000000e+04,3.900000000000000000e+03,1.137000000000000000e+03,5.212615384615340020e-01,4.243333333333333179e+00,3.430079155672823177e+00
3.785300000000000000e+04,8.848000000000000000e+03,2.596000000000000000e+03,6.708453887884253675e-01,4.278141952983725460e+00,3.408320493066255619e+00
2.847800000000000000e+04,6.578000000000000000e+03,1.978000000000000000e+03,7.554636667680121320e-01,4.329279416235937816e+00,3.325581395348837344e+00
2.628300000000000000e+04,6.143000000000000000e+03,1.822000000000000000e+03,5.784535243366413226e-01,4.278528406316132404e+00,3.371569703622392833e+00
3.123900000000000000e+04,7.281000000000000000e+03,2.213000000000000000e+03,4.313583298997407667e-01,4.290482076637824882e+00,3.290103931314956931e+00
9.411000000000000000e+03,2.256000000000000000e+03,5.880000000000000000e+02,1.013776595744680264e+00,4.171542553191489588e+00,3.836734693877550839e+00
2.732000000000000000e+04,6.499000000000000000e+03,1.855000000000000000e+03,4.692106477919644192e-01,4.203723649792276085e+00,3.503504043126684842e+00
3.179600000000000000e+04,7.502000000000000000e+03,2.276000000000000000e+03,1.411996800853092537e-01,4.238336443615035698e+00,3.296133567662566044e+00
2.541100000000000000e+04,5.951000000000000000e+03,1.836000000000000000e+03,1.756477902873427865e-01,4.270038648966560046e+00,3.241285403050108815e+00
3.507100000000000000e+04,8.281000000000000000e+03,2.577000000000000000e+03,-1.088660789759678948e-01,4.235116531819828722e+00,3.213426464881645295e+00
3.497700000000000000e+04,8.136000000000000000e+03,2.534000000000000000e+03,2.592871189773866547e-01,4.299041297935103145e+00,3.210734017363851667e+00
1.986800000000000000e+04,4.635000000000000000e+03,1.419000000000000000e+03,3.427055016181235203e-01,4.286515641855447534e+00,3.266384778012684897e+00
3.722000000000000000e+04,8.634000000000000000e+03,2.576000000000000000e+03,7.165624276117661395e-01,4.310864025943942579e+00,3.351708074534161419e+00
2.983600000000000000e+04,6.940000000000000000e+03,2.001000000000000000e+03,9.443919308357315856e-01,4.299135446685879103e+00,3.468265867066466779e+00
2.134800000000000000e+04,4.955000000000000000e+03,1.461000000000000000e+03,8.055782038345107310e-01,4.308375378405650657e+00,3.391512662559890590e+00
1.994600000000000000e+04,4.607000000000000000e+03,1.382000000000000000e+03,7.780942044714542760e-01,4.329498589103538464e+00,3.333574529667148845e+00
2.641500000000000000e+04,6.019000000000000000e+03,1.818000000000000000e+03,1.064495763415848728e+00,4.388602757933211862e+00,3.310781078107810860e+00
4.635700000000000000e+04,1.054800000000000000e+04,3.107000000000000000e+03,1.322863102009854686e+00,4.394861585134623105e+00,3.394914708722239993e+00
4.199800000000000000e+04,9.609000000000000000e+03,2.844000000000000000e+03,1.138894786137992554e+00,4.370694140909564318e+00,3.378691983122362963e+00
4.402300000000000000e+04,1.011700000000000000e+04,3.095000000000000000e+03,7.309123257882781388e-01,4.351388751606207528e+00,3.268820678513731703e+00
4.334900000000000000e+04,9.802000000000000000e+03,3.167000000000000000e+03,6.404121607835087104e-01,4.422464803101408215e+00,3.095042627091884935e+00
1.937500000000000000e+04,4.671000000000000000e+03,1.314000000000000000e+03,2.630700064226054735e-01,4.147934061228858660e+00,3.554794520547945424e+00
3.932800000000000000e+04,9.524000000000000000e+03,2.688000000000000000e+03,1.264846703065920508e-01,4.129357412851742737e+00,3.543154761904761862e+00
4.317600000000000000e+04,1.044400000000000000e+04,2.923000000000000000e+03,2.239448487169646285e-01,4.134048257372653801e+00,3.573041395826205946e+00
3.054400000000000000e+04,7.367000000000000000e+03,2.071000000000000000e+03,2.577059861544732655e-01,4.146056739514048850e+00,3.557218734910671198e+00
2.026500000000000000e+04,4.858000000000000000e+03,1.407000000000000000e+03,1.553314121037434603e-01,4.171469740634005774e+00,3.452736318407960248e+00
1.272000000000000000e+04,2.919000000000000000e+03,7.930000000000000000e+02,1.781637547105173525e+00,4.357656731757451496e+00,3.680958385876418770e+00
3.371900000000000000e+04,7.800000000000000000e+03,2.224000000000000000e+03,1.179143589743588905e+00,4.322948717948717601e+00,3.507194244604316502e+00
3.650700000000000000e+04,8.501000000000000000e+03,2.450000000000000000e+03,9.205222914951143309e-01,4.294435948711916140e+00,3.469795918367347021e+00
2.977600000000000000e+04,7.007000000000000000e+03,1.965000000000000000e+03,8.860111317254144581e-01,4.249464820893392059e+00,3.565903307888040885e+00
2.268700000000000000e+04,5.340000000000000000e+03,1.508000000000000000e+03,8.222397003745278710e-01,4.248501872659176115e+00,3.541114058355437688e+00
1.803100000000000000e+04,4.210000000000000000e+03,1.292000000000000000e+03,2.995439429928730135e-01,4.282897862232778685e+00,3.258513931888544768e+00
3.437400000000000000e+04,8.099000000000000000e+03,2.478000000000000000e+03,9.953327571304981802e-02,4.244227682429929871e+00,3.268361581920903980e+00
3.121300000000000000e+04,7.465000000000000000e+03,2.250000000000000000e+03,-1.359089082384485891e-01,4.181245813797723088e+00,3.317777777777777715e+00
5.012500000000000000e+04,1.197600000000000000e+04,3.480000000000000000e+03,2.092685370741484974e-01,4.185454241816967347e+00,3.441379310344827580e+00
5.478100000000000000e+04,1.297500000000000000e+04,3.723000000000000000e+03,5.322913294797650963e-01,4.222042389210018953e+00,3.485092667203868011e+00
2.139500000000000000e+04,5.015000000000000000e+03,1.344000000000000000e+03,1.352582253240274923e+00,4.266201395812561969e+00,3.731398809523809312e+00
5.149000000000000000e+04,1.225600000000000000e+04,3.475000000000000000e+03,5.104765013054866074e-01,4.201207571801566232e+00,3.526906474820143966e+00
5.215000000000000000e+04,1.247200000000000000e+04,3.573000000000000000e+03,3.065747273893499880e-01,4.181366260423348358e+00,3.490624125384830467e+00
3.473500000000000000e+04,8.211000000000000000e+03,2.231000000000000000e+03,1.031591767141637916e+00,4.230300815978565332e+00,3.680412371134020422e+00
2.983800000000000000e+04,7.169000000000000000e+03,1.947000000000000000e+03,6.341247035848773805e-01,4.162086762449434652e+00,3.682074987159733137e+00
2.074200000000000000e+04,4.958000000000000000e+03,1.290000000000000000e+03,1.097732956837429441e+00,4.183541750705929374e+00,3.843410852713178283e+00
4.913300000000000000e+04,1.159800000000000000e+04,3.229000000000000000e+03,8.687049491291567449e-01,4.236333850663907441e+00,3.591824094146794710e+00
4.169000000000000000e+04,9.766000000000000000e+03,2.930000000000000000e+03,4.204792135981954004e-01,4.268892074544337056e+00,3.333105802047781729e+00
4.349600000000000000e+04,1.004100000000000000e+04,2.867000000000000000e+03,1.219547853799419102e+00,4.331839458221292460e+00,3.502267178235089151e+00
4.703200000000000000e+04,1.089800000000000000e+04,3.060000000000000000e+03,1.264797210497334845e+00,4.315654248485961020e+00,3.561437908496731808e+00
1.714500000000000000e+04,4.053000000000000000e+03,1.202000000000000000e+03,2.950900567480836401e-01,4.230199851961510049e+00,3.371880199667221412e+00
1.397900000000000000e+04,3.169000000000000000e+03,8.230000000000000000e+02,2.450463868728302685e+00,4.411170716314294360e+00,3.850546780072904074e+00
3.190600000000000000e+04,7.360000000000000000e+03,2.011000000000000000e+03,1.602402173913041850e+00,4.335054347826086563e+00,3.659870711089010520e+00
4.171500000000000000e+04,9.741000000000000000e+03,2.719000000000000000e+03,1.118365670875679285e+00,4.282414536495226187e+00,3.582567120264803062e+00
5.685900000000000000e+04,1.336100000000000000e+04,3.646000000000000000e+03,1.145537010702788905e+00,4.255594641119676780e+00,3.664563905650027209e+00
4.993600000000000000e+04,1.182900000000000000e+04,3.228000000000000000e+03,9.448541719502863145e-01,4.221489559557021209e+00,3.664498141263940578e+00
2.069300000000000000e+04,4.653000000000000000e+03,1.326000000000000000e+03,1.914429400386847391e+00,4.447238340855362182e+00,3.509049773755656076e+00
3.746100000000000000e+04,8.331000000000000000e+03,2.361000000000000000e+03,2.251263953907095328e+00,4.496579042131797266e+00,3.528589580686150029e+00
3.358300000000000000e+04,7.428000000000000000e+03,2.054000000000000000e+03,2.599251480883143728e+00,4.521136241249326559e+00,3.616358325219084513e+00
3.608900000000000000e+04,8.131000000000000000e+03,2.294000000000000000e+03,1.947007748124459425e+00,4.438445455663510231e+00,3.544463818657367149e+00
3.817100000000000000e+04,8.582000000000000000e+03,2.474000000000000000e+03,1.820027965509204648e+00,4.447797716150081904e+00,3.468876313662085487e+00
2.281100000000000000e+04,5.198000000000000000e+03,1.524000000000000000e+03,1.325486725663715504e+00,4.388418622547133552e+00,3.410761154855642907e+00
4.040200000000000000e+04,9.187000000000000000e+03,2.731000000000000000e+03,1.259558071187548478e+00,4.397735931207140680e+00,3.363969242035884211e+00
4.650700000000000000e+04,1.071700000000000000e+04,3.056000000000000000e+03,1.276006345059247593e+00,4.339553979658486327e+00,3.506871727748690937e+00
5.527300000000000000e+04,1.296600000000000000e+04,3.527000000000000000e+03,1.214194045966369373e+00,4.262918401974394200e+00,3.676212078253473070e+00
3.788100000000000000e+04,8.981000000000000000e+03,2.436000000000000000e+03,9.725954793452835645e-01,4.217904464981628188e+00,3.686781609195402432e+00
2.070900000000000000e+04,4.755000000000000000e+03,1.355000000000000000e+03,1.373695057833860034e+00,4.355205047318611911e+00,3.509225092250922717e+00
4.538300000000000000e+04,1.048300000000000000e+04,2.977000000000000000e+03,1.249779643231896387e+00,4.329199656586855127e+00,3.521330198186093163e+00
