9.988885094462156555e-01,-4.713539748763670434e-02
9.980585946672049236e-01,-6.228195252979749907e-02
9.974062407519270756e-01,-7.197771119665226369e-02
9.956165857151406673e-01,-9.352868142407287644e-02
9.955308332820408390e-01,-9.443706891239944667e-02
9.917715954807470036e-01,-1.280199296889891480e-01
9.996745947999462478e-01,-2.550891043465961655e-02
9.980399058791568079e-01,-6.258071805855094927e-02
9.982154111172614197e-01,-5.971593596350036059e-02
9.970372122638774259e-01,-7.692072127246331326e-02
9.965078972028305060e-01,-8.349856772659573767e-02
9.996948789043843542e-01,2.470119617241772411e-02
9.995794879362679408e-01,-2.899736707131193511e-02
9.993503346732034442e-01,-3.604037442308592742e-02
9.974359899436472388e-01,-7.156427855527114357e-02
9.954916312855369709e-01,-9.484941771281800438e-02
9.953741757207075214e-01,-9.607419168706075874e-02
9.942314624898573872e-01,-1.072557643918466419e-01
9.812538278117675095e-01,-1.927198106183017068e-01
9.837440842180004141e-01,-1.795761029928197583e-01
9.841532995161529351e-01,-1.773197198606782932e-01
9.854872804395048425e-01,-1.697492859836195744e-01
9.868927369922518844e-01,-1.613775872664543753e-01
9.878795193956491083e-01,-1.552225987368501536e-01
9.820624967493647439e-01,-1.885557012619984707e-01
9.858236567370461945e-01,-1.677847365453685180e-01
9.975020340905167426e-01,-7.063775184192783163e-02
9.953564612536009992e-01,-9.625754537026463831e-02
9.962521630679106455e-01,-8.649640213620984897e-02
9.986628145632144848e-01,-5.169702901210798673e-02
9.971569055343414423e-01,-7.535320660182007191e-02
9.936772740212117538e-01,-1.122741069604813319e-01
9.886647055500467074e-01,-1.501402677486609050e-01
9.858942894188404971e-01,-1.673692029356645961e-01
9.874324287684411727e-01,-1.580417622543395517e-01
9.852510012477725398e-01,-1.711153544842246299e-01
9.999229766573584088e-01,-1.241131550996527055e-02
9.702865305263281837e-01,-2.419587747513625986e-01
9.699486614561213527e-01,-2.433096671722660420e-01
9.711505817251840922e-01,-2.384670786813910259e-01
9.725857161844158050e-01,-2.325446724267126175e-01
9.484288633869435436e-01,-3.169900488888420242e-01
9.563404518214146943e-01,-2.922549233289532533e-01
9.671243560814256623e-01,-2.543039124238710147e-01
9.766389030292970119e-01,-2.148870705503975742e-01
9.599921054552646993e-01,-2.800270655911101803e-01
9.582921188710120664e-01,-2.857905087817054768e-01
9.774717852280764285e-01,-2.110661249064787470e-01
9.998941382993585814e-01,1.455033314336833146e-02
9.999217142876639652e-01,1.251260548484614370e-02
9.998240564440531442e-01,-1.875782918566603133e-02
9.888337882779996146e-01,1.490226129142147582e-01
9.809683227187707688e-01,1.941678393100199074e-01
9.886417746804578854e-01,1.502911885530048841e-01
9.989894630016277199e-01,-4.494499762731762188e-02
9.988369798065031002e-01,4.821501603259553681e-02
9.981158977010019528e-01,6.135678248183484840e-02
9.929096653278801643e-01,1.188713443117267871e-01
9.990336355882929453e-01,4.395218951585653372e-02
9.950520141509927585e-01,-9.935536791765356424e-02
9.968295564058593516e-01,-7.956654746624158836e-02
9.946091928373880231e-01,-1.036945202185704101e-01
9.886321777463797922e-01,-1.503543053073336799e-01
9.913895038188015318e-01,-1.309459877885168488e-01
9.909316534783243480e-01,-1.343668788605066333e-01
9.990733363296276925e-01,-4.304031406933217507e-02
9.848089793813257220e-01,-1.736412224384273062e-01
9.797173101485080471e-01,-2.003846106750021561e-01
8.208682758428629267e-01,-5.711175655806478568e-01
9.175210014516080870e-01,-3.976873293119082553e-01
9.542217569172551928e-01,-2.991000478531333218e-01
9.751090996556603940e-01,-2.217256046755256282e-01
9.802460069698619716e-01,-1.977821170370092918e-01
9.802167854536307789e-01,-1.979268893176238386e-01
9.800657670911473440e-01,-1.986733303089297797e-01
9.862428115065203782e-01,-1.653031056928880305e-01
9.935641058326922792e-01,-1.132712125867939429e-01
9.931532757733320116e-01,-1.168185380010366564e-01
9.928591267560489264e-01,-1.192927257514721506e-01
9.753996330532392900e-01,-2.204439970595841736e-01
9.856598207695267400e-01,-1.687445338983883936e-01
9.893635790857291390e-01,-1.454637699864677891e-01
9.877338908831592157e-01,-1.561466003498488131e-01
9.915667151887701536e-01,-1.295972581876342344e-01
9.957360332453250029e-01,-9.224831758284336714e-02
9.984299160948603147e-01,-5.601520014076517145e-02
9.972149650572661450e-01,-7.458091891251675265e-02
9.913727968181923478e-01,-1.310724140651846892e-01
9.986967553251108187e-01,-5.103715218442065465e-02
9.927812209300993507e-01,-1.199393487081751308e-01
9.911914711118482435e-01,-1.324366550284713229e-01
9.984747028793896639e-01,-5.521111944087259832e-02
9.922616861888026163e-01,-1.241641901747604915e-01
9.954790578803536238e-01,-9.498128932396965318e-02
9.959137689936643500e-01,-9.030927266252428143e-02
9.961246928645498544e-01,-8.795223854744275982e-02
9.959012938409681492e-01,-9.044674082511555691e-02
9.396111094214125714e-01,-3.422440109802687980e-01
9.674223080858077584e-01,-2.531680821468780263e-01
9.683287661280607361e-01,-2.496785947751777035e-01
9.787531886194869024e-01,-2.050419366061171922e-01
9.968101359485912472e-01,-7.980947857335672635e-02
9.890997802993155563e-01,-1.472468152859188750e-01
9.731206224634837421e-01,-2.302960141563065721e-01
9.731529841738588704e-01,-2.301592261750836366e-01
9.736620636511013060e-01,-2.279960214711624911e-01
9.745165059875743330e-01,-2.243158031833026589e-01
9.746611982629393989e-01,-2.236862727139306561e-01
9.743302768330885932e-01,-2.251233254159975827e-01
9.976325452102361435e-01,-6.876994065248444310e-02
