9.912116496545428923e-01,-1.322855456545405928e-01
9.754826836779620924e-01,-2.200762000863365209e-01
9.668803728856592006e-01,2.552299836000633260e-01
9.934496295741396255e-01,-1.142708777379638635e-01
9.858473681283016488e-01,-1.676453600744768624e-01
9.795963398478945150e-01,-2.009751500972409843e-01
9.232678209178787343e-01,-3.841569091628466714e-01
9.720103308487663130e-01,-2.349381125387530189e-01
9.692919813559771613e-01,-2.459126976774563267e-01
9.647571224432387460e-01,-2.631419668069719942e-01
9.954166134869469884e-01,-9.563349619342607910e-02
9.668016306085117639e-01,-2.555280944489720096e-01
9.994665342049475765e-01,-3.265956221920812697e-02
9.893281403674490937e-01,-1.457046007409686372e-01
9.303596592218873473e-01,-3.666482026309879627e-01
9.640158076393824382e-01,-2.658449221282758734e-01
9.900828289015146666e-01,-1.404848458531167965e-01
9.763636604956709153e-01,2.161342232583596812e-01
9.919327616091333510e-01,1.267651231470166839e-01
8.857137742873665287e-01,4.642317417385717349e-01
8.698076445329598894e-01,4.933909823983651521e-01
8.673914502152803019e-01,4.976264382982810153e-01
7.791683526520380987e-01,6.268147080481673017e-01
9.738015882929630385e-01,2.273993549641302181e-01
9.892684539021200374e-01,1.461092950982550986e-01
8.612274460115847408e-01,5.082197224000294389e-01
8.723804526982255059e-01,4.888275214736166885e-01
9.852074309655394213e-01,-1.713660350544466970e-01
9.801379903847105002e-01,-1.983167158981336275e-01
9.932165683365242748e-01,-1.162791829254843090e-01
9.660629840168940552e-01,-2.583066218902924094e-01
9.995738920506670455e-01,-2.918962710760799814e-02
9.972821435783374433e-01,-7.367717489016784027e-02
9.728454787211491261e-01,-2.314555562776966224e-01
9.920867208637513812e-01,-1.255545231594974720e-01
9.987021431229756718e-01,-5.093161416620691634e-02
9.998372648772182458e-01,1.804005994566594551e-02
